Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Total_Charging_Stations,Income_Per_Car,Long_Commute,High_Environment,High_Range_Anxiety,Home_Charging,Government_Support,Charging_Access,Income_Environment,Commute_Range,Will_Buy_EV
64,1,140570.0,2,51.3,1.0,2,4,18,0,2.0,1,1,22,70285.0,1,0,1,0,1,9.6,421710.0,102.6,0
30,1,101036.0,2,72.3,1.0,0,14,8,0,3.0,1,1,22,50518.0,1,1,1,0,1,11.600000000000001,404144.0,144.6,0
45,1,62938.0,0,5.0,1.0,2,2,3,1,1.0,1,1,5,31469.0,0,0,1,1,1,2.4000000000000004,125876.0,10.0,0
25,1,38557.0,2,29.1,3.5,2,6,8,0,4.0,0,1,14,8568.222222222223,0,1,1,0,0,6.8,192785.0,58.2,0
55,1,89990.0,0,46.4,2.0,2,2,0,1,4.0,1,1,2,29996.666666666668,1,1,1,1,1,1.2,449950.0,92.8,1
49,1,143456.0,2,61.2,2.0,2,5,19,0,1.0,1,1,24,47818.666666666664,1,0,1,0,1,10.600000000000001,286912.0,122.4,0
66,0,109711.0,1,51.2,1.0,1,3,3,1,3.0,1,1,6,54855.5,1,1,1,1,1,3.0,438844.0,102.4,1
62,0,94469.0,2,54.8,3.0,1,12,7,0,5.0,0,1,19,23617.25,1,1,1,0,0,10.0,566814.0,109.6,1
51,0,82502.0,2,43.9,2.0,1,8,10,0,4.0,1,1,18,27500.666666666668,1,1,1,0,1,8.8,412510.0,87.8,0
63,0,81530.0,0,18.6,2.0,3,0,3,1,2.0,1,1,3,27176.666666666668,0,0,1,1,1,1.2000000000000002,244590.0,37.2,0
38,0,84758.0,1,47.2,1.0,0,5,9,0,3.0,0,1,14,42379.0,1,1,1,0,0,6.6,339032.0,94.4,0
57,0,99136.0,2,28.8,2.0,1,6,16,0,3.0,0,1,22,33045.333333333336,0,1,1,0,0,10.0,396544.0,57.6,0
38,0,84708.0,2,48.0,3.0,0,4,10,1,4.0,1,1,14,21177.0,1,1,1,1,1,6.4,423540.0,96.0,1
63,1,30000.0,2,38.7,2.0,2,2,13,0,3.0,0,1,15,10000.0,0,1,1,0,0,6.4,120000.0,77.4,0
28,0,68954.0,1,5.0,2.0,2,1,8,0,2.0,1,1,9,22984.666666666668,0,0,1,0,1,3.8000000000000003,206862.0,10.0,0
69,1,101655.0,2,37.6,1.0,1,4,5,0,5.0,1,1,9,50827.5,0,1,1,0,1,4.4,609930.0,75.2,0
34,0,108030.0,2,100.7,2.0,2,5,14,1,2.0,1,1,19,36010.0,1,0,1,1,1,8.600000000000001,324090.0,201.4,0
25,0,85272.0,1,17.2,2.0,2,0,1,0,4.0,1,1,1,28424.0,0,1,1,0,1,0.4,426360.0,34.4,0
63,0,93206.0,1,49.5,3.5,0,5,2,0,1.0,0,1,7,20712.444444444445,1,0,1,0,0,3.8,186412.0,99.0,0
62,0,65393.0,1,54.3,2.0,1,4,5,1,3.0,1,1,9,21797.666666666668,1,1,1,1,1,4.4,261572.0,108.6,0
47,0,78817.0,2,33.7,1.0,2,14,4,0,3.0,1,1,18,39408.5,0,1,1,0,1,10.0,315268.0,67.4,0
53,1,127678.0,1,43.2,2.0,2,5,7,1,3.0,0,1,12,42559.333333333336,1,1,1,1,0,5.800000000000001,510712.0,86.4,0
48,1,113547.0,0,40.2,3.0,3,1,2,0,4.0,0,1,3,28386.75,1,1,1,0,0,1.4,567735.0,80.4,0
40,1,91561.0,0,65.9,3.0,0,0,0,0,1.0,1,1,0,22890.25,1,0,1,0,1,0.0,183122.0,131.8,0
41,0,94919.0,1,8.0,1.0,1,0,8,1,1.0,1,1,8,47459.5,0,0,1,1,1,3.2,189838.0,16.0,0
69,0,84906.0,0,88.4,3.0,3,2,3,0,5.0,0,1,5,21226.5,1,1,1,0,0,2.4000000000000004,509436.0,176.8,0
59,1,65584.0,0,5.0,1.0,1,1,1,1,2.0,1,1,2,32792.0,0,0,1,1,1,1.0,196752.0,10.0,0
36,0,70980.0,2,5.0,2.0,1,8,13,1,5.0,1,1,21,23660.0,0,1,1,1,1,10.0,425880.0,10.0,1
40,1,84708.0,1,30.3,2.0,1,3,1,1,4.0,1,1,4,28236.0,0,1,1,1,1,2.1999999999999997,423540.0,60.6,1
57,1,86891.0,2,46.8,2.0,1,12,17,0,3.0,1,1,29,28963.666666666668,1,1,1,0,1,14.0,347564.0,93.6,0
32,0,57628.0,2,33.1,2.0,0,6,10,1,2.0,0,1,16,19209.333333333332,0,0,1,1,0,7.6,172884.0,66.2,0
64,1,145853.0,2,24.7,2.0,1,3,17,1,1.0,1,1,20,48617.666666666664,0,0,1,1,1,8.600000000000001,291706.0,49.4,0
29,0,88101.0,0,46.3,3.0,1,0,2,1,2.0,1,1,2,22025.25,1,0,1,1,1,0.8,264303.0,92.6,0
40,1,104860.0,2,22.8,1.0,2,2,19,1,2.0,1,1,21,52430.0,0,0,1,1,1,8.8,314580.0,45.6,1
39,0,126055.0,2,41.9,3.0,1,3,19,1,5.0,1,1,22,31513.75,1,1,1,1,1,9.4,756330.0,83.8,1
35,1,69095.0,0,55.3,1.0,1,0,2,1,5.0,1,1,2,34547.5,1,1,1,1,1,0.8,414570.0,110.6,0
25,0,30000.0,2,26.8,2.0,2,4,17,0,3.0,1,1,21,10000.0,0,1,1,0,1,9.200000000000001,120000.0,53.6,0
35,0,69538.0,2,24.2,1.0,2,3,10,0,4.0,1,1,13,34769.0,0,1,1,0,1,5.8,347690.0,48.4,1
46,1,91353.0,0,28.7,2.0,1,0,1,1,1.0,1,1,1,30451.0,0,0,1,1,1,0.4,182706.0,57.4,0
28,0,68420.0,2,43.4,2.0,2,11,16,1,3.0,0,1,27,22806.666666666668,1,1,1,1,0,13.0,273680.0,86.8,0
64,0,109999.0,2,56.2,3.0,3,7,3,0,3.0,1,1,10,27499.75,1,1,1,0,1,5.4,439996.0,112.4,0
62,1,111206.0,2,39.1,2.0,2,7,8,1,5.0,1,1,15,37068.666666666664,0,1,1,1,1,7.4,667236.0,78.2,0
58,1,104777.0,2,44.4,2.0,2,4,6,0,5.0,1,1,10,34925.666666666664,1,1,1,0,1,4.800000000000001,628662.0,88.8,1
66,1,94201.0,2,52.6,1.0,1,14,15,0,3.0,0,1,29,47100.5,1,1,1,0,0,14.4,376804.0,105.2,0
55,0,142496.0,1,19.9,3.0,3,6,4,1,5.0,0,1,10,35624.0,0,1,1,1,0,5.199999999999999,854976.0,39.8,0
62,0,80270.0,0,7.0,2.0,2,0,0,1,4.0,1,1,0,26756.666666666668,0,1,1,1,1,0.0,401350.0,14.0,0
67,0,58764.0,0,88.4,3.5,3,0,3,1,1.0,0,1,3,13058.666666666666,1,0,1,1,0,1.2000000000000002,117528.0,176.8,0
25,1,37780.0,1,28.7,1.0,1,2,3,1,5.0,0,1,5,18890.0,0,1,1,1,0,2.4000000000000004,226680.0,57.4,0
59,1,43046.0,1,5.0,1.0,1,0,2,1,3.0,1,1,2,21523.0,0,1,1,1,1,0.8,172184.0,10.0,0
38,1,101419.0,2,18.1,2.0,2,7,8,0,4.0,0,1,15,33806.333333333336,0,1,1,0,0,7.4,507095.0,36.2,0
67,1,64498.0,2,37.7,1.0,3,12,17,0,1.0,1,1,29,32249.0,0,0,1,0,1,14.0,128996.0,75.4,0
50,0,122474.0,1,34.7,2.0,1,2,1,1,5.0,0,1,3,40824.666666666664,0,1,1,1,0,1.6,734844.0,69.4,0
28,1,134640.0,2,33.9,2.0,2,2,10,0,1.0,1,1,12,44880.0,0,0,1,0,1,5.2,269280.0,67.8,0
51,1,174521.0,2,80.5,1.0,2,13,13,1,3.0,1,1,26,87260.5,1,1,1,1,1,13.0,698084.0,161.0,1
51,1,102055.0,2,63.0,3.0,3,8,3,0,3.0,1,1,11,25513.75,1,1,1,0,1,6.0,408220.0,126.0,1
55,1,100927.0,2,49.2,3.0,1,2,4,0,1.0,1,1,6,25231.75,1,0,1,0,1,2.8,201854.0,98.4,0
56,1,56522.0,1,12.0,1.0,1,4,1,0,2.0,1,1,5,28261.0,0,0,1,0,1,2.8,169566.0,24.0,0
55,1,68755.0,1,68.5,2.0,1,1,6,1,1.0,0,1,7,22918.333333333332,1,0,1,1,0,3.0000000000000004,137510.0,137.0,0
59,0,81029.0,1,22.2,3.0,2,2,3,1,5.0,0,1,5,20257.25,0,1,1,1,0,2.4000000000000004,486174.0,44.4,0
28,0,84144.0,2,26.1,2.0,1,8,7,0,3.0,1,1,15,28048.0,0,1,1,0,1,7.6,336576.0,52.2,0
39,0,54314.0,1,62.8,2.0,1,3,3,0,1.0,0,1,6,18104.666666666668,1,0,1,0,0,3.0,108628.0,125.6,0
32,0,52695.0,2,48.9,3.0,2,14,17,0,4.0,0,1,31,13173.75,1,1,1,0,0,15.200000000000001,263475.0,97.8,0
36,0,89302.0,2,23.4,3.0,2,5,14,0,2.0,1,1,19,22325.5,0,0,1,0,1,8.600000000000001,267906.0,46.8,0
33,0,137198.0,2,67.9,1.0,3,12,16,0,1.0,0,1,28,68599.0,1,0,1,0,0,13.6,274396.0,135.8,0
40,1,94770.0,2,6.3,1.0,2,4,18,0,2.0,0,1,22,47385.0,0,0,1,0,0,9.6,284310.0,12.6,0
64,0,85677.0,1,84.2,2.0,2,1,8,1,5.0,1,1,9,28559.0,1,1,1,1,1,3.8000000000000003,514062.0,168.4,1
56,1,47167.0,1,43.6,1.0,1,4,7,1,3.0,1,1,11,23583.5,1,1,1,1,1,5.2,188668.0,87.2,0
64,1,30487.0,2,40.9,3.0,1,2,13,1,4.0,0,1,15,7621.75,1,1,1,1,0,6.4,152435.0,81.8,0
27,1,119277.0,2,5.0,2.0,2,6,6,0,3.0,0,1,12,39759.0,0,1,1,0,0,6.0,477108.0,10.0,0
54,1,32996.0,2,45.3,2.0,3,3,14,1,5.0,0,1,17,10998.666666666666,1,1,1,1,0,7.4,197976.0,90.6,0
46,1,45918.0,2,5.0,1.0,0,3,6,0,4.0,0,1,9,22959.0,0,1,1,0,0,4.2,229590.0,10.0,0
25,0,99946.0,2,52.3,2.0,3,11,6,0,3.0,1,1,17,33315.333333333336,1,1,1,0,1,9.0,399784.0,104.6,0
38,1,117006.0,2,38.1,1.0,1,13,16,0,2.0,0,1,29,58503.0,0,0,1,0,0,14.2,351018.0,76.2,0
49,1,84708.0,2,43.7,1.0,2,11,17,0,1.0,1,1,28,42354.0,1,0,1,0,1,13.4,169416.0,87.4,0
53,0,58227.0,0,34.0,2.0,1,0,0,1,3.0,1,1,0,19409.0,0,1,1,1,1,0.0,232908.0,68.0,0
41,0,53244.0,0,90.9,2.0,1,1,3,1,4.0,0,1,4,17748.0,1,1,1,1,0,1.8000000000000003,266220.0,181.8,0
62,1,70143.0,2,22.5,1.0,2,10,19,0,2.0,1,1,29,35071.5,0,0,1,0,1,13.600000000000001,210429.0,45.0,0
52,0,92800.0,2,72.4,1.0,0,13,5,0,5.0,0,1,18,46400.0,1,1,1,0,0,9.8,556800.0,144.8,0
47,0,81240.0,2,46.6,2.0,1,11,14,0,3.0,1,1,25,27080.0,1,1,1,0,1,12.2,324960.0,93.2,0
32,0,150828.0,2,11.0,1.0,1,14,14,0,2.0,0,1,28,75414.0,0,0,1,0,0,14.0,452484.0,22.0,0
27,1,75053.0,0,32.7,1.0,2,2,3,1,1.0,0,1,5,37526.5,0,0,1,1,0,2.4000000000000004,150106.0,65.4,0
53,1,137165.0,2,31.2,2.0,2,2,9,1,2.0,1,1,11,45721.666666666664,0,0,1,1,1,4.8,411495.0,62.4,0
59,0,110158.0,0,11.7,1.0,1,1,2,1,2.0,0,1,3,55079.0,0,0,1,1,0,1.4,330474.0,23.4,0
44,0,103444.0,2,6.7,2.0,1,4,5,0,3.0,1,1,9,34481.333333333336,0,1,1,0,1,4.4,413776.0,13.4,0
31,0,134083.0,1,21.8,2.0,1,4,2,1,4.0,1,1,6,44694.333333333336,0,1,1,1,1,3.2,670415.0,43.6,1
28,1,80914.0,1,40.2,1.0,3,3,5,0,3.0,1,1,8,40457.0,1,1,1,0,1,3.8,323656.0,80.4,1
31,1,64468.0,2,38.2,3.0,2,3,13,1,1.0,0,1,16,16117.0,0,0,1,1,0,7.0,128936.0,76.4,0
68,0,64391.0,2,48.6,2.0,1,2,12,1,4.0,0,1,14,21463.666666666668,1,1,1,1,0,6.000000000000001,321955.0,97.2,0
39,0,69697.0,1,38.4,1.0,1,6,4,1,2.0,0,1,10,34848.5,0,0,1,1,0,5.199999999999999,209091.0,76.8,0
36,1,89622.0,2,69.7,2.0,1,4,9,0,2.0,1,1,13,29874.0,1,0,1,0,1,6.0,268866.0,139.4,0
58,1,109427.0,2,58.2,1.0,2,2,14,0,2.0,0,1,16,54713.5,1,0,1,0,0,6.800000000000001,328281.0,116.4,0
58,1,53047.0,0,44.4,2.0,2,1,1,1,3.0,1,1,2,17682.333333333332,1,1,1,1,1,1.0,212188.0,88.8,0
59,1,81003.0,2,69.0,1.0,1,4,5,0,4.0,0,1,9,40501.5,1,1,1,0,0,4.4,405015.0,138.0,0
44,1,138207.0,1,15.1,3.0,2,3,6,1,3.0,0,1,9,34551.75,0,1,1,1,0,4.2,552828.0,30.2,1
49,1,67393.0,2,50.6,1.0,0,12,14,1,3.0,0,1,26,33696.5,1,1,1,1,0,12.8,269572.0,101.2,0
26,1,88577.0,2,25.6,2.0,2,13,12,0,2.0,1,1,25,29525.666666666668,0,0,1,0,1,12.600000000000001,265731.0,51.2,0
35,1,41589.0,0,63.8,2.0,2,1,0,1,4.0,0,1,1,13863.0,1,1,1,1,0,0.6,207945.0,127.6,0
45,1,154527.0,2,54.5,3.0,1,11,5,0,4.0,0,1,16,38631.75,1,1,1,0,0,8.6,772635.0,109.0,0
64,1,41113.0,2,7.2,3.0,2,14,10,0,1.0,1,1,24,10278.25,0,0,1,0,1,12.4,82226.0,14.4,0
35,1,60336.0,2,5.0,3.0,2,12,6,0,3.0,1,1,18,15084.0,0,1,1,0,1,9.6,241344.0,10.0,0
69,1,120662.0,1,66.3,3.0,2,2,4,1,5.0,1,1,6,30165.5,1,1,1,1,1,2.8,723972.0,132.6,1
60,1,30000.0,2,48.5,3.0,0,2,15,0,5.0,1,1,17,7500.0,1,1,1,0,1,7.2,180000.0,97.0,1
48,1,43283.0,1,32.3,2.0,2,4,6,1,2.0,1,1,10,14427.666666666666,0,0,1,1,1,4.800000000000001,129849.0,64.6,0
33,0,127392.0,1,29.7,3.0,1,2,9,1,1.0,0,1,11,31848.0,0,0,1,1,0,4.8,254784.0,59.4,0
65,0,30000.0,0,40.2,1.0,2,1,0,1,3.0,1,1,1,15000.0,1,1,1,1,1,0.6,120000.0,80.4,0
64,0,114183.0,0,54.7,1.0,2,0,0,1,5.0,1,1,0,57091.5,1,1,1,1,1,0.0,685098.0,109.4,0
69,1,51243.0,0,10.0,3.0,1,1,0,0,5.0,0,1,1,12810.75,0,1,1,0,0,0.6,307458.0,20.0,0
68,1,31419.0,2,26.0,1.0,2,4,15,1,4.0,0,1,19,15709.5,0,1,1,1,0,8.4,157095.0,52.0,0
60,0,91494.0,2,85.9,3.0,0,3,4,0,5.0,0,1,7,22873.5,1,1,1,0,0,3.4,548964.0,171.8,0
69,1,30000.0,1,43.6,1.0,1,1,6,1,2.0,1,1,7,15000.0,1,0,1,1,1,3.0000000000000004,90000.0,87.2,0
25,0,68015.0,2,96.2,1.0,3,12,17,0,3.0,1,1,29,34007.5,1,1,1,0,1,14.0,272060.0,192.4,0
26,0,83544.0,0,43.6,1.0,1,1,3,1,3.0,1,1,4,41772.0,1,1,1,1,1,1.8000000000000003,334176.0,87.2,1
66,0,58410.0,2,106.35000000000001,1.0,0,5,19,0,2.0,1,1,24,29205.0,1,0,1,0,1,10.600000000000001,175230.0,212.70000000000002,0
67,1,111609.0,2,5.0,1.0,2,8,6,1,2.0,0,1,14,55804.5,0,0,1,1,0,7.2,334827.0,10.0,0
62,0,69546.0,1,47.4,1.0,2,7,4,0,2.0,0,1,11,34773.0,1,0,1,0,0,5.800000000000001,208638.0,94.8,0
54,1,150063.0,2,55.2,3.0,0,5,4,0,5.0,1,1,9,37515.75,1,1,1,0,1,4.6,900378.0,110.4,1
36,0,30000.0,2,27.9,2.0,1,10,13,1,2.0,1,1,23,10000.0,0,0,1,1,1,11.2,90000.0,55.8,0
32,1,30000.0,0,5.0,1.0,1,1,3,1,3.0,1,1,4,15000.0,0,1,1,1,1,1.8000000000000003,120000.0,10.0,0
44,1,30000.0,2,58.7,2.0,1,6,11,0,1.0,0,1,17,10000.0,1,0,1,0,0,8.0,60000.0,117.4,0
35,0,93791.0,1,60.5,1.0,2,6,8,1,1.0,1,1,14,46895.5,1,0,1,1,1,6.8,187582.0,121.0,0
26,1,97232.0,2,5.0,2.0,1,10,11,0,4.0,1,1,21,32410.666666666668,0,1,1,0,1,10.4,486160.0,10.0,1
44,1,93602.0,2,48.3,3.0,2,14,7,0,1.0,1,1,21,23400.5,1,0,1,0,1,11.200000000000001,187204.0,96.6,0
55,1,40652.0,2,38.8,2.0,1,9,9,0,4.0,1,1,18,13550.666666666666,0,1,1,0,1,9.0,203260.0,77.6,0
42,0,131534.0,1,31.6,2.0,2,2,4,0,3.0,0,1,6,43844.666666666664,0,1,1,0,0,2.8,526136.0,63.2,0
42,1,75807.0,1,58.3,3.0,3,1,2,0,1.0,0,1,3,18951.75,1,0,1,0,0,1.4,151614.0,116.6,0
36,0,147943.0,2,6.6,3.5,2,4,4,0,1.0,0,1,8,32876.22222222222,0,0,1,0,0,4.0,295886.0,13.2,0
38,1,47796.0,0,54.7,2.0,1,2,1,1,1.0,0,1,3,15932.0,1,0,1,1,0,1.6,95592.0,109.4,0
52,1,49426.0,2,40.2,3.0,1,2,7,1,2.0,0,1,9,12356.5,1,0,1,1,0,4.0,148278.0,80.4,0
36,1,127934.0,2,90.9,1.0,1,2,13,0,5.0,1,1,15,63967.0,1,1,1,0,1,6.4,767604.0,181.8,0
36,0,72828.0,1,15.2,1.0,3,2,7,1,1.0,0,1,9,36414.0,0,0,1,1,0,4.0,145656.0,30.4,0
48,0,90740.0,2,39.3,1.0,1,12,13,1,1.0,1,1,25,45370.0,0,0,1,1,1,12.399999999999999,181480.0,78.6,0
28,0,113761.0,2,39.9,3.0,2,7,11,0,5.0,1,1,18,28440.25,0,1,1,0,1,8.600000000000001,682566.0,79.8,1
51,0,124587.0,2,48.6,2.0,2,2,18,1,1.0,1,1,20,41529.0,1,0,1,1,1,8.4,249174.0,97.2,0
51,0,79342.0,2,21.7,2.0,1,14,11,0,4.0,1,1,25,26447.333333333332,0,1,1,0,1,12.8,396710.0,43.4,0
51,0,110404.0,1,40.2,1.0,1,6,1,0,5.0,1,1,7,55202.0,1,1,1,0,1,3.9999999999999996,662424.0,80.4,1
32,0,61092.0,2,21.2,2.0,2,14,4,1,2.0,0,1,18,20364.0,0,0,1,1,0,10.0,183276.0,42.4,0
36,2,30000.0,0,20.7,2.0,2,1,2,1,1.0,1,1,3,10000.0,0,0,1,1,1,1.4,60000.0,41.4,0
46,1,92758.0,2,61.6,1.0,1,12,15,1,4.0,0,1,27,46379.0,1,1,1,1,0,13.2,463790.0,123.2,0
59,0,59081.0,1,64.1,1.0,2,3,8,1,5.0,0,1,11,29540.5,1,1,1,1,0,5.0,354486.0,128.2,0
41,0,98309.0,1,5.0,2.0,0,7,4,1,4.0,0,1,11,32769.666666666664,0,1,1,1,0,5.800000000000001,491545.0,10.0,0
69,0,92796.0,2,30.6,3.0,2,12,5,0,1.0,0,1,17,23199.0,0,0,1,0,0,9.2,185592.0,61.2,0
67,0,44022.0,2,27.1,2.0,0,11,15,0,3.0,1,1,26,14674.0,0,1,1,0,1,12.6,176088.0,54.2,0
49,1,73497.0,2,58.3,3.0,3,14,14,0,4.0,1,1,28,18374.25,1,1,1,0,1,14.0,367485.0,116.6,0
54,1,110312.0,0,45.2,1.0,2,1,2,1,4.0,1,1,3,55156.0,1,1,1,1,1,1.4,551560.0,90.4,0
38,1,171986.0,1,40.2,3.0,2,1,3,1,3.0,1,1,4,42996.5,1,1,1,1,1,1.8000000000000003,687944.0,80.4,1
30,1,33211.0,0,27.7,2.0,3,2,2,1,4.0,1,1,4,11070.333333333334,0,1,1,1,1,2.0,166055.0,55.4,0
29,1,84708.0,0,5.0,3.5,2,2,0,1,3.0,1,1,2,18824.0,0,1,1,1,1,1.2,338832.0,10.0,0
36,1,65425.0,2,64.4,1.0,1,13,8,0,2.0,1,1,21,32712.5,1,0,1,0,1,11.0,196275.0,128.8,0
34,0,174521.0,1,51.0,2.0,2,0,7,1,2.0,0,1,7,58173.666666666664,1,0,1,1,0,2.8000000000000003,523563.0,102.0,0
50,0,98982.0,0,31.0,2.0,2,1,1,1,2.0,1,1,2,32994.0,0,0,1,1,1,1.0,296946.0,62.0,0
62,0,60697.0,0,66.6,1.0,2,1,2,1,3.0,1,1,3,30348.5,1,1,1,1,1,1.4,242788.0,133.2,0
61,1,71644.0,2,48.4,3.0,1,3,7,1,1.0,0,1,10,17911.0,1,0,1,1,0,4.6,143288.0,96.8,0
37,1,82990.0,2,29.8,1.0,1,3,17,1,2.0,0,1,20,41495.0,0,0,1,1,0,8.600000000000001,248970.0,59.6,0
27,1,160477.0,1,85.2,2.0,0,3,5,1,3.0,1,1,8,53492.333333333336,1,1,1,1,1,3.8,641908.0,170.4,1
65,1,100749.0,2,57.0,3.5,2,4,7,0,2.0,1,1,11,22388.666666666668,1,0,1,0,1,5.2,302247.0,114.0,0
57,1,75721.0,2,47.5,3.0,2,2,10,0,4.0,1,1,12,18930.25,1,1,1,0,1,5.2,378605.0,95.0,0
47,0,75263.0,0,77.3,2.0,2,1,0,1,3.0,1,1,1,25087.666666666668,1,1,1,1,1,0.6,301052.0,154.6,1
32,0,108869.0,2,73.4,2.0,2,11,15,1,3.0,0,1,26,36289.666666666664,1,1,1,1,0,12.6,435476.0,146.8,0
41,1,71258.0,2,5.0,2.0,1,3,4,0,1.0,1,1,7,23752.666666666668,0,0,1,0,1,3.4,142516.0,10.0,0
33,1,132292.0,2,5.0,2.0,2,4,13,0,4.0,0,1,17,44097.333333333336,0,1,1,0,0,7.6,661460.0,10.0,0
31,0,48735.0,0,16.4,3.0,1,2,0,1,1.0,1,1,2,12183.75,0,0,1,1,1,1.2,97470.0,32.8,0
55,1,30000.0,0,36.2,3.0,0,2,2,1,3.0,0,1,4,7500.0,0,1,1,1,0,2.0,120000.0,72.4,0
57,0,40157.0,1,32.2,1.0,1,5,7,1,2.0,1,1,12,20078.5,0,0,1,1,1,5.800000000000001,120471.0,64.4,0
25,2,72926.0,1,5.3,2.0,2,6,4,1,3.0,0,1,10,24308.666666666668,0,1,1,1,0,5.199999999999999,291704.0,10.6,0
26,1,113959.0,1,7.6,1.0,1,4,4,1,4.0,0,1,8,56979.5,0,1,1,1,0,4.0,569795.0,15.2,0
48,2,82201.0,1,53.4,2.0,0,5,1,1,1.0,0,1,6,27400.333333333332,1,0,1,1,0,3.4,164402.0,106.8,0
33,0,82633.0,0,5.0,1.0,1,1,2,1,2.0,0,1,3,41316.5,0,0,1,1,0,1.4,247899.0,10.0,0
39,1,91652.0,2,41.3,1.0,2,13,15,1,5.0,0,1,28,45826.0,1,1,1,1,0,13.8,549912.0,82.6,0
49,1,84708.0,1,30.7,2.0,0,3,5,0,3.0,1,1,8,28236.0,0,1,1,0,1,3.8,338832.0,61.4,0
49,1,111041.0,1,36.6,3.0,2,6,6,0,4.0,0,1,12,27760.25,0,1,1,0,0,6.0,555205.0,73.2,0
34,0,113631.0,0,105.9,2.0,0,1,3,1,3.0,1,1,4,37877.0,1,1,1,1,1,1.8000000000000003,454524.0,211.8,1
40,0,46209.0,1,58.9,2.0,1,2,1,1,5.0,1,1,3,15403.0,1,1,1,1,1,1.6,277254.0,117.8,0
53,1,113826.0,1,106.35000000000001,1.0,2,5,1,0,3.0,1,1,6,56913.0,1,1,1,0,1,3.4,455304.0,212.70000000000002,1
57,1,148415.0,1,61.8,3.0,0,1,6,1,3.0,1,1,7,37103.75,1,1,1,1,1,3.0000000000000004,593660.0,123.6,0
65,0,63383.0,2,51.8,2.0,1,8,16,1,4.0,1,1,24,21127.666666666668,1,1,1,1,1,11.2,316915.0,103.6,0
30,1,94516.0,2,64.9,2.0,1,9,19,0,1.0,1,1,28,31505.333333333332,1,0,1,0,1,13.0,189032.0,129.8,0
43,0,106014.0,1,48.2,2.0,1,7,9,1,5.0,1,1,16,35338.0,1,1,1,1,1,7.800000000000001,636084.0,96.4,1
68,0,102325.0,2,72.7,1.0,1,14,3,0,5.0,0,1,17,51162.5,1,1,1,0,0,9.600000000000001,613950.0,145.4,0
32,0,93265.0,2,27.6,3.5,0,2,11,0,2.0,0,1,13,20725.555555555555,0,0,1,0,0,5.6000000000000005,279795.0,55.2,0
69,0,94782.0,2,56.2,1.0,1,14,12,0,1.0,0,1,26,47391.0,1,0,1,0,0,13.200000000000001,189564.0,112.4,0
59,0,111797.0,0,65.6,3.0,1,2,1,1,4.0,1,1,3,27949.25,1,1,1,1,1,1.6,558985.0,131.2,1
36,0,51951.0,2,13.2,2.0,3,7,14,0,1.0,1,1,21,17317.0,0,0,1,0,1,9.8,103902.0,26.4,1
43,1,119931.0,0,39.1,3.0,1,0,3,1,5.0,1,1,3,29982.75,0,1,1,1,1,1.2000000000000002,719586.0,78.2,0
29,1,81488.0,2,5.0,3.0,0,11,4,1,5.0,1,1,15,20372.0,0,1,1,1,1,8.2,488928.0,10.0,0
62,1,114908.0,1,41.2,3.0,1,1,3,1,3.0,1,1,4,28727.0,1,1,1,1,1,1.8000000000000003,459632.0,82.4,0
61,0,58855.0,1,32.7,3.0,0,3,5,1,5.0,0,1,8,14713.75,0,1,1,1,0,3.8,353130.0,65.4,0
34,1,110821.0,2,34.4,3.0,2,14,8,0,3.0,1,1,22,27705.25,0,1,1,0,1,11.600000000000001,443284.0,68.8,0
39,1,138414.0,2,10.5,2.0,3,5,8,1,1.0,1,1,13,46138.0,0,0,1,1,1,6.2,276828.0,21.0,0
36,1,62090.0,1,32.8,1.0,1,1,2,0,2.0,0,1,3,31045.0,0,0,1,0,0,1.4,186270.0,65.6,0
54,0,150223.0,2,54.2,1.0,2,11,7,1,1.0,1,1,18,75111.5,1,0,1,1,1,9.4,300446.0,108.4,0
26,0,174521.0,1,26.3,2.0,2,1,8,0,1.0,1,1,9,58173.666666666664,0,0,1,0,1,3.8000000000000003,349042.0,52.6,1
50,0,61039.0,1,93.1,2.0,3,6,9,0,2.0,0,1,15,20346.333333333332,1,0,1,0,0,7.199999999999999,183117.0,186.2,0
49,1,82193.0,1,75.2,2.0,1,7,8,1,1.0,0,1,15,27397.666666666668,1,0,1,1,0,7.4,164386.0,150.4,0
68,0,51288.0,2,25.7,2.0,3,5,15,1,1.0,1,1,20,17096.0,0,0,1,1,1,9.0,102576.0,51.4,0
45,0,94858.0,2,65.9,1.0,1,5,7,1,2.0,0,1,12,47429.0,1,0,1,1,0,5.800000000000001,284574.0,131.8,0
69,1,43311.0,2,52.0,3.0,1,6,5,0,4.0,0,1,11,10827.75,1,1,1,0,0,5.6,216555.0,104.0,0
33,1,160474.0,2,7.8,1.0,0,9,19,0,3.0,1,1,28,80237.0,0,1,1,0,1,13.0,641896.0,15.6,0
59,1,62671.0,1,19.7,1.0,1,6,5,1,4.0,1,1,11,31335.5,0,1,1,1,1,5.6,313355.0,39.4,0
44,1,42845.0,1,89.0,2.0,2,6,4,1,4.0,1,1,10,14281.666666666666,1,1,1,1,1,5.199999999999999,214225.0,178.0,0
